id,sex,year,week,date,sample_county,north,east,survey_county,m_north,m_east
BI409143,Hane,2017,34,2017-08-21,Gävleborgs län,6834944,492533,Gävleborgs län,6837931.8,493095.4
BI080349,Hona,2017,34,2017-08-22,Gävleborgs län,6806761,522714,Dalarnas län,6805924.666666667,521813
BI080236,Hane,2017,34,2017-08-25,Dalarnas län,6783433,503245,Dalarnas län,6779496.166666667,507088.8333333333
BI409160,Hona,2017,34,2017-08-27,Gävleborgs län,6797106,542848,Gävleborgs län,6797575.666666667,547896.6666666666
BI409245,Hane,2017,34,2017-08-25,Gävleborgs län,6765371,591852,Gävleborgs län,6762492,593588
BI409332,Hona,2017,34,2017-08-26,Gävleborgs län,6856971,544676,Gävleborgs län,6856467.857142857,543927.4285714285
BI080303,Hona,2017,34,2017-08-23,Gävleborgs län,6838965,488349,Gävleborgs län,6846188.5,484104.5
BI409239,Hona,2017,34,2017-08-26,Gävleborgs län,6834639,532850,Gävleborgs län,6836951.666666667,533801.3333333334
BI080158,Hona,2017,35,2017-08-28,Dalarnas län,6760414,495986,Dalarnas län,6760414,495986
BI409055,Hona,2017,34,2017-08-27,Dalarnas län,6759510,541079,Dalarnas län,6765427.75,545307.75
BI080367,Hane,2017,35,2017-08-28,Gävleborgs län,6794547,530076,Dalarnas län,6794547,530076
BI409080,Hona,2017,34,2017-08-26,Dalarnas län,6735525,539881,Dalarnas län,6734057.461538462,539810
BI080227,Hona,2017,34,2017-08-27,Gävleborgs län,6778898,571034,Gävleborgs län,6780401.2,568608.4
BI408991,Hona,2017,34,2017-08-26,Gävleborgs län,6769528,544906,Dalarnas län,6765835,534694.3333333334
BI409190,Hane,2017,34,2017-08-26,Gävleborgs län,6758087,608053,Gävleborgs län,6762375.333333333,602389.3333333334
BI080337,Hona,2017,35,2017-08-28,Gävleborgs län,6819311,560810,Gävleborgs län,6819311,560810
BI409332,Hona,2017,34,2017-08-26,Gävleborgs län,6856935,544677,Gävleborgs län,6856467.857142857,543927.4285714285
BI408954,Hane,2017,34,2017-08-27,Dalarnas län,6721455,484372,Dalarnas län,6721863.75,479611.25
BI409241,Hona,2017,34,2017-08-26,Gävleborgs län,6823373,527670,Gävleborgs län,6824739.666666667,524833
BI080215,Hona,2017,34,2017-08-26,Gävleborgs län,6878809,527461,Gävleborgs län,6879888.5625,524683
BI409221,Hane,2017,34,2017-08-25,Gävleborgs län,6765371,591852,Gävleborgs län,6769524.333333333,591292.6666666666
BI409180,Hona,2017,34,2017-08-24,Gävleborgs län,6761323,587572,Gävleborgs län,6761326.5,587576.5
BI409084,Hane,2017,35,2017-08-28,Dalarnas län,6874755,367643,Dalarnas län,6870463.714285715,364369.28571428574
BI409005,Hona,2017,34,2017-08-26,Dalarnas län,6812029,480435,Dalarnas län,6826027.6,480444
BI409190,Hane,2017,34,2017-08-27,Gävleborgs län,6758087,608046,Gävleborgs län,6762375.333333333,602389.3333333334
BI080282,Hane,2017,34,2017-08-27,Gävleborgs län,6828199,504515,Gävleborgs län,6830850.7272727275,509392
BI406503,Hane,2017,34,2017-08-26,Gävleborgs län,6881159,563538,Gävleborgs län,6881159,563538
BI409143,Hane,2017,34,2017-08-23,Gävleborgs län,6838299,492021,Gävleborgs län,6837931.8,493095.4
BI409063,Hona,2017,34,2017-08-26,Dalarnas län,6761181,540985,Dalarnas län,6751112.214285715,545874.3571428572
BI408967,Hona,2017,34,2017-08-26,Dalarnas län,6866937,393748,Dalarnas län,6866937,393748
BI080262,Hona,2017,34,2017-08-26,Gävleborgs län,6881600,553527,Gävleborgs län,6877236,555430
BI409211,Hona,2017,34,2017-08-22,Gävleborgs län,6836618,487942,Dalarnas län,6809369,516301.6666666667
BI409007,Hona,2017,34,2017-08-23,Gävleborgs län,6839724,487811,Dalarnas län,6816867.5,505351
BI409143,Hane,2017,34,2017-08-22,Gävleborgs län,6840980,493450,Gävleborgs län,6837931.8,493095.4
BI409189,Hane,2017,34,2017-08-23,Gävleborgs län,6742459,584899,Gävleborgs län,6743716,586358.5
BI415466,Hona,2017,34,2017-08-26,Gävleborgs län,6744008,583349,Gävleborgs län,6745792,583852.5
BI406762,Hane,2017,34,2017-08-24,Dalarnas län,6732811,446631,Dalarnas län,6726204,444681
BI409141,Hane,2017,34,2017-08-27,Gävleborgs län,6782835,600046,Gävleborgs län,6782842,599932.5
BI415466,Hona,2017,34,2017-08-26,Gävleborgs län,6746683,584519,Gävleborgs län,6745792,583852.5
BI409274,Hona,2017,35,2017-08-28,Gävleborgs län,6881435,528318,Gävleborgs län,6881455.333333333,527890
BI409058,Hane,2017,34,2017-08-26,Dalarnas län,6797013,521860,Dalarnas län,6795480.125,519695
BI409161,Hane,2017,34,2017-08-21,Gävleborgs län,6862781,512738,Gävleborgs län,6858558.666666667,514374
BI408928,Hona,2017,34,2017-08-27,Gävleborgs län,6808091,524913,Gävleborgs län,6808315,524198.3333333333
BI409138,Hona,2017,34,2017-08-26,Gävleborgs län,6859115,490498,Gävleborgs län,6859115,490498
BI080405,Hona,2017,34,2017-08-25,Gävleborgs län,6848805,523485,Gävleborgs län,6846966.333333333,525281.4166666666
BI080236,Hane,2017,34,2017-08-25,Dalarnas län,6785083,504256,Dalarnas län,6779496.166666667,507088.8333333333
BI409020,Hane,2017,34,2017-08-26,Dalarnas län,6740005,452179,Dalarnas län,6733968,447321.5
BI409143,Hane,2017,34,2017-08-24,Gävleborgs län,6840323,491537,Gävleborgs län,6837931.8,493095.4
BI409331,Hane,2017,34,2017-08-21,Gävleborgs län,6856533,512772,Gävleborgs län,6861024.333333333,511609.6666666667
BI408935,Hona,2017,34,2017-08-26,Dalarnas län,6788096,422912,Dalarnas län,6788096,422912
BI409368,Hane,2017,34,2017-08-23,Gävleborgs län,6843516,502422,Gävleborgs län,6855689.25,512196.5
BI409142,Hona,2017,34,2017-08-27,Gävleborgs län,6784375,570492,Gävleborgs län,6784110.5,568632
BI409174,Hane,2017,35,2017-08-29,Gävleborgs län,6809049,568152,Gävleborgs län,6810513,569166.6666666666
BI409058,Hane,2017,34,2017-08-25,Dalarnas län,6797458,525548,Dalarnas län,6795480.125,519695
BI409202,Hane,2017,34,2017-08-22,Gävleborgs län,6843973,487036,Gävleborgs län,6845122.6,483678.6
BI409141,Hane,2017,34,2017-08-27,Gävleborgs län,6782849,599819,Gävleborgs län,6782842,599932.5
BI409140,Hona,2017,34,2017-08-24,Gävleborgs län,6778931,548818,Gävleborgs län,6778931,548818
BI409178,Hane,2017,34,2017-08-26,Gävleborgs län,6785651,539138,Gävleborgs län,6790876,546635.75
BI409384,Hona,2017,34,2017-08-27,Gävleborgs län,6804078,567754,Gävleborgs län,6805789.714285715,566829.4285714285
BI080036,Hona,2017,34,2017-08-26,Dalarnas län,6857479,388706,Dalarnas län,6862734.25,385351.5
BI408997,Hona,2017,34,2017-08-26,Dalarnas län,6807198,477883,Dalarnas län,6807485.25,477977.75
BI409365,Hane,2017,34,2017-08-26,Gävleborgs län,6850529,524569,Gävleborgs län,6849735.5,529858.3333333334
BI080215,Hona,2017,35,2017-08-28,Gävleborgs län,6881521,520626,Gävleborgs län,6879888.5625,524683
BI080314,Hona,2017,34,2017-08-27,Gävleborgs län,6769895,590656,Gävleborgs län,6772019.111111111,590216.1111111111
BI408960,Hane,2017,34,2017-08-25,Dalarnas län,6866147,369904,Dalarnas län,6866147,369904
BI080215,Hona,2017,35,2017-08-28,Gävleborgs län,6877190,523651,Gävleborgs län,6879888.5625,524683
BI409267,Hane,2017,35,2017-08-29,Gävleborgs län,6757610,585905,Gävleborgs län,6761871.375,585335.25
BI080338,Hona,2017,34,2017-08-27,Gävleborgs län,6761337,587511,Gävleborgs län,6762596.285714285,583935.2857142857
BI409384,Hona,2017,34,2017-08-27,Gävleborgs län,6804078,567754,Gävleborgs län,6805789.714285715,566829.4285714285
BI408969,Hona,2017,34,2017-08-27,Dalarnas län,6754243,498158,Dalarnas län,6754243,498158
BI080270,Hona,2017,34,2017-08-24,Gävleborgs län,6807390,534715,Gävleborgs län,6805080.5625,535543.6875
BI415466,Hona,2017,34,2017-08-21,Gävleborgs län,6744253,583647,Gävleborgs län,6745792,583852.5
BI080282,Hane,2017,34,2017-08-26,Gävleborgs län,6838001,497110,Gävleborgs län,6830850.7272727275,509392
BI409058,Hane,2017,34,2017-08-26,Dalarnas län,6793274,523016,Dalarnas län,6795480.125,519695
BI409289,Hona,2017,35,2017-08-28,Gävleborgs län,6857932,521878,Gävleborgs län,6856999.333333333,518751
BI409161,Hane,2017,34,2017-08-21,Gävleborgs län,6858332,512824,Gävleborgs län,6858558.666666667,514374
BI409090,Hona,2017,34,2017-08-26,Dalarnas län,6741468,452155,Dalarnas län,6740329.692307692,439121.3076923077
BI080036,Hona,2017,35,2017-08-28,Dalarnas län,6857384,388661,Dalarnas län,6862734.25,385351.5
BI408936,Hane,2017,35,2017-08-28,Värmlands län,6692550,411037,Värmlands län,6708145.5,402981.5
BI409201,Hane,2017,35,2017-08-28,Gävleborgs län,6788875,535696,Gävleborgs län,6795717.5,535219.5
BI080377,Hona,2017,34,2017-08-27,Gävleborgs län,6834064,562856,Gävleborgs län,6834111.3,558776.6
BI409259,Hona,2017,34,2017-08-27,Gävleborgs län,6794541,535248,Gävleborgs län,6797183.6,534789.4
BI409030,Hona,2017,34,2017-08-26,Dalarnas län,6800425,519374,Dalarnas län,6797117,520946.8888888889
BI409384,Hona,2017,34,2017-08-27,Gävleborgs län,6804078,567754,Gävleborgs län,6805789.714285715,566829.4285714285
BI408968,Hane,2017,34,2017-08-27,Dalarnas län,6741099,534122,Dalarnas län,6741099,534122
BI080215,Hona,2017,35,2017-08-30,Gävleborgs län,6878884,521717,Gävleborgs län,6879888.5625,524683
BI409368,Hane,2017,34,2017-08-21,Gävleborgs län,6844500,501653,Gävleborgs län,6855689.25,512196.5
BI409147,Hane,2017,34,2017-08-22,Gävleborgs län,6838605,495042,Gävleborgs län,6838627,490610
BI415466,Hona,2017,34,2017-08-21,Gävleborgs län,6748224,583895,Gävleborgs län,6745792,583852.5
BI080270,Hona,2017,34,2017-08-22,Gävleborgs län,6804574,532537,Gävleborgs län,6805080.5625,535543.6875
BI080202,Hona,2017,34,2017-08-26,Gävleborgs län,6859114,490497,Gävleborgs län,6859114,490497
BI080061,Hona,2017,34,2017-08-21,Dalarnas län,6882548,394571,Dalarnas län,6882548,394571
BI408971,Hona,2017,34,2017-08-25,Dalarnas län,6864102,380499,Dalarnas län,6864102,380499
BI409225,Hona,2017,35,2017-08-28,Gävleborgs län,6765476,598656,Gävleborgs län,6767065.5,597168.75
BI409345,Hane,2017,35,2017-08-29,Gävleborgs län,6775050,582007,Gävleborgs län,6773792,580996
BI408970,Hona,2017,34,2017-08-26,Dalarnas län,6797005,476412,Dalarnas län,6797005,476412
BI080323,Hona,2017,34,2017-08-27,Gävleborgs län,6874268,527676,Gävleborgs län,6873740.153846154,531521.2307692308
BI407327,Hane,2017,35,2017-08-30,Gävleborgs län,6879928,515350,Gävleborgs län,6878203.4,513210.6
BI080255,Hona,2017,35,2017-08-28,Gävleborgs län,6792931,548642,Gävleborgs län,6795603.1,545591.2
BI409366,Hane,2017,34,2017-08-27,Gävleborgs län,6814582,557303,Gävleborgs län,6821191,553777.625
BI409002,Hane,2017,34,2017-08-27,Dalarnas län,6788174,493904,Dalarnas län,6789333.25,495985.25
BI409144,Hane,2017,34,2017-08-26,Gävleborgs län,6799021,562881,Gävleborgs län,6799021,562881
BI080270,Hona,2017,35,2017-08-28,Gävleborgs län,6801815,534748,Gävleborgs län,6805080.5625,535543.6875
BI409164,Hane,2017,34,2017-08-27,Gävleborgs län,6726934,576263,Gävleborgs län,6727503,575544
BI080215,Hona,2017,34,2017-08-27,Gävleborgs län,6876245,528215,Gävleborgs län,6879888.5625,524683
BI409122,Hona,2017,34,2017-08-26,Gävleborgs län,6853639,547682,Gävleborgs län,6857626.3,540990.6
BI409143,Hane,2017,34,2017-08-24,Gävleborgs län,6835113,495936,Gävleborgs län,6837931.8,493095.4
BI409323,Hona,2017,34,2017-08-21,Gävleborgs län,6785100,564485,Gävleborgs län,6785263.25,564572.25
BI409229,Hane,2017,35,2017-08-28,Gävleborgs län,6849797,510669,Gävleborgs län,6840160.5,517261.5
BI409115,Hona,2017,34,2017-08-26,Gävleborgs län,6736610,593051,Gävleborgs län,6733611.384615385,602058.3846153846
BI409236,Hona,2017,35,2017-08-28,Gävleborgs län,6855994,529539,Gävleborgs län,6855435.333333333,530116.1666666666
BI400252,Hane,2017,34,2017-08-27,Dalarnas län,6718386,413998,Dalarnas län,6711124.333333333,420886.3333333333
BI080392,Hona,2017,34,2017-08-24,Gävleborgs län,6876097,540591,Gävleborgs län,6874421.909090909,537222.5454545454
BI080024,Hona,2017,35,2017-08-29,Dalarnas län,6767743,528608,Dalarnas län,6768145,529499
BI409309,Hona,2017,34,2017-08-25,Gävleborgs län,6792077,547957,Gävleborgs län,6793540,545437
BI409206,Hane,2017,34,2017-08-27,Gävleborgs län,6761342,587565,Gävleborgs län,6760340.5,588394
BI080379,Hona,2017,34,2017-08-27,Gävleborgs län,6830542,536460,Gävleborgs län,6826281.8,540263.8
BI080151,Hona,2017,35,2017-08-28,Dalarnas län,6806387,477709,Dalarnas län,6804327.333333333,481264.6666666667
BI080215,Hona,2017,35,2017-08-30,Gävleborgs län,6881295,521563,Gävleborgs län,6879888.5625,524683
BI080223,Hona,2017,35,2017-08-28,Gävleborgs län,6850100,509960,Gävleborgs län,6849038.333333333,511207.6666666667
BI409146,Hona,2017,34,2017-08-27,Gävleborgs län,6856717,526753,Gävleborgs län,6856717,526753
BI409221,Hane,2017,34,2017-08-27,Gävleborgs län,6765938,592807,Gävleborgs län,6769524.333333333,591292.6666666666
BI406795,Hane,2017,35,2017-08-29,Gävleborgs län,6876363,556144,Gävleborgs län,6871416.222222222,563992
BI080224,Hona,2017,34,2017-08-21,Dalarnas län,6767669,539355,Dalarnas län,6765560.25,539443
BI080377,Hona,2017,35,2017-08-29,Gävleborgs län,6834676,561654,Gävleborgs län,6834111.3,558776.6
BI409147,Hane,2017,34,2017-08-25,Gävleborgs län,6838649,486178,Gävleborgs län,6838627,490610
BI409145,Hane,2017,34,2017-08-22,Gävleborgs län,6760507,563559,Gävleborgs län,6760507,563559
BI408997,Hona,2017,35,2017-08-28,Dalarnas län,6804258,480121,Dalarnas län,6807485.25,477977.75
BI409063,Hona,2017,34,2017-08-26,Dalarnas län,6744444,548763,Dalarnas län,6751112.214285715,545874.3571428572
BI080245,Hane,2017,35,2017-08-28,Gävleborgs län,6878137,567752,Gävleborgs län,6883148.043478261,568246.2173913043
BI080130,Hona,2017,35,2017-08-28,Dalarnas län,6742373,464111,Dalarnas län,6736070.666666667,461111.3333333333
BI409149,Hona,2017,35,2017-08-31,Gävleborgs län,6801195,525016,Dalarnas län,6803988.5,523269
BI409117,Hona,2017,35,2017-08-29,Gävleborgs län,6840911,527179,Gävleborgs län,6842658.333333333,527536.6666666666
BI080224,Hona,2017,34,2017-08-21,Dalarnas län,6767105,539788,Dalarnas län,6765560.25,539443
BI080276,Hane,2017,35,2017-08-31,Gävleborgs län,6782335,581603,Gävleborgs län,6773549,585196
BI406574,Hane,2017,35,2017-08-31,Gävleborgs län,6869502,580120,Gävleborgs län,6883139.625,579323
BI409254,Hona,2017,35,2017-08-29,Gävleborgs län,6793390,560576,Gävleborgs län,6792413.666666667,560619
BI409025,Hona,2017,34,2017-08-26,Dalarnas län,6787671,523662,Dalarnas län,6788954.333333333,526332.3333333334
BI080172,Hona,2017,35,2017-08-29,Dalarnas län,6735239,539227,Dalarnas län,6736888.571428572,538153
BI409150,Hane,2017,35,2017-08-30,Gävleborgs län,6765452,598734,Gävleborgs län,6765517,598726
BI409148,Hane,2017,35,2017-08-29,Gävleborgs län,6735554,585666,Gävleborgs län,6734918,597063
BI409361,Hane,2017,35,2017-08-28,Gävleborgs län,6850410,525326,Gävleborgs län,6845874.5,526040.75
BI409160,Hona,2017,34,2017-08-26,Gävleborgs län,6799548,544374,Gävleborgs län,6797575.666666667,547896.6666666666
BI409258,Hane,2017,35,2017-08-31,Gävleborgs län,6797617,566049,Gävleborgs län,6807151.222222222,562796.7777777778
BI409177,Hona,2017,35,2017-08-30,Gävleborgs län,6870143,507652,Gävleborgs län,6862267.5,506287.3333333333
BI409341,Hane,2017,35,2017-08-31,Gävleborgs län,6825594,513346,Gävleborgs län,6828192.2727272725,513295.63636363635
BI408972,Hona,2017,34,2017-08-24,Dalarnas län,6742844,550047,Dalarnas län,6742945.5,550726.5
BI409323,Hona,2017,34,2017-08-21,Gävleborgs län,6785500,564585,Gävleborgs län,6785263.25,564572.25
BI409080,Hona,2017,35,2017-08-29,Dalarnas län,6735084,539321,Dalarnas län,6734057.461538462,539810
BI080236,Hane,2017,34,2017-08-26,Dalarnas län,6782185,510028,Dalarnas län,6779496.166666667,507088.8333333333
BI080255,Hona,2017,34,2017-08-26,Gävleborgs län,6797945,543126,Gävleborgs län,6795603.1,545591.2
BI409307,Hane,2017,35,2017-09-01,Gävleborgs län,6785230,537026,Dalarnas län,6785370.666666667,526532.3333333334
BI409225,Hona,2017,35,2017-08-30,Gävleborgs län,6765488,598670,Gävleborgs län,6767065.5,597168.75
BI409151,Hane,2017,35,2017-09-02,Gävleborgs län,6743620,608139,Gävleborgs län,6743620,608139
BI407297,Hane,2017,34,2017-08-24,Dalarnas län,6852808,381246,Dalarnas län,6852089.827586207,380322.275862069
BI080377,Hona,2017,35,2017-08-31,Gävleborgs län,6834220,562799,Gävleborgs län,6834111.3,558776.6
BI409150,Hane,2017,35,2017-08-30,Gävleborgs län,6765582,598718,Gävleborgs län,6765517,598726
BI409305,Hane,2017,35,2017-09-01,Gävleborgs län,6837268,557761,Gävleborgs län,6834893.375,556211
BI409305,Hane,2017,35,2017-09-01,Gävleborgs län,6838201,558421,Gävleborgs län,6834893.375,556211
BI409258,Hane,2017,35,2017-08-31,Gävleborgs län,6794990,555461,Gävleborgs län,6807151.222222222,562796.7777777778
BI409300,Hane,2017,35,2017-09-01,Gävleborgs län,6785267,568709,Gävleborgs län,6784677.666666667,569104.5
BI409300,Hane,2017,35,2017-09-01,Gävleborgs län,6785307,568511,Gävleborgs län,6784677.666666667,569104.5
BI080323,Hona,2017,35,2017-08-31,Gävleborgs län,6873607,533721,Gävleborgs län,6873740.153846154,531521.2307692308
BI409225,Hona,2017,35,2017-08-30,Gävleborgs län,6765526,598768,Gävleborgs län,6767065.5,597168.75
BI409300,Hane,2017,35,2017-09-01,Gävleborgs län,6785436,568319,Gävleborgs län,6784677.666666667,569104.5
BI408952,Hona,2017,34,2017-08-27,Dalarnas län,6754243,498158,Dalarnas län,6754586.8,496889.4
BI409337,Hane,2017,35,2017-09-01,Gävleborgs län,6782284,601640,Gävleborgs län,6771952.8,601249.6
BI409081,Hane,2017,35,2017-09-01,Dalarnas län,6866739,370985,Dalarnas län,6870304.4,369364.4
BI409217,Hane,2017,35,2017-08-30,Gävleborgs län,6765535,598666,Gävleborgs län,6769818.4,597036.8
BI407297,Hane,2017,34,2017-08-21,Dalarnas län,6865385,368716,Dalarnas län,6852089.827586207,380322.275862069
BI409183,Hane,2017,35,2017-09-03,Gävleborgs län,6886370,610112,Gävleborgs län,6888670.333333333,609874.1666666666
BI080008,Hona,2017,35,2017-08-30,Dalarnas län,6833494,386535,Dalarnas län,6833494,386535
BI409093,Hona,2017,35,2017-08-31,Dalarnas län,6783084,470112,Dalarnas län,6784972.666666667,474018.6666666667
BI040502,Hona,2017,35,2017-09-02,Gävleborgs län,6807354,525542,Dalarnas län,6808771.25,520154.8333333333
BI080327,Hona,2017,35,2017-08-31,Gävleborgs län,6800299,524359,Gävleborgs län,6798486.2,532593.2
BI409030,Hona,2017,34,2017-08-26,Dalarnas län,6801052,519979,Dalarnas län,6797117,520946.8888888889
BI409313,Hona,2017,34,2017-08-21,Gävleborgs län,6817050,516938,Gävleborgs län,6819012.076923077,516446
BI060058,Hane,2017,35,2017-08-30,Dalarnas län,6837376,385285,Dalarnas län,6839735,377638
BI409098,Hona,2017,35,2017-08-29,Dalarnas län,6797609,465432,Dalarnas län,6794624.166666667,462188.8333333333
BI409225,Hona,2017,35,2017-08-30,Gävleborgs län,6765472,598562,Gävleborgs län,6767065.5,597168.75
BI409178,Hane,2017,35,2017-09-02,Gävleborgs län,6796798,557265,Gävleborgs län,6790876,546635.75
BI409152,Hane,2017,35,2017-09-02,Gävleborgs län,6840015,557593,Gävleborgs län,6840015,557593
BI408942,Hane,2017,36,2017-09-04,Värmlands län,6694959,412648,Värmlands län,6694959,412648
BI409183,Hane,2017,35,2017-09-03,Gävleborgs län,6886743,610411,Gävleborgs län,6888670.333333333,609874.1666666666
BI080338,Hona,2017,35,2017-09-02,Gävleborgs län,6763180,581040,Gävleborgs län,6762596.285714285,583935.2857142857
BI080392,Hona,2017,35,2017-09-01,Gävleborgs län,6877071,540234,Gävleborgs län,6874421.909090909,537222.5454545454
BI041447,Hane,2017,35,2017-09-03,Västmanlands län,6646385,566778,Västmanlands län,6646385,566778
BI409159,Hane,2017,35,2017-08-31,Gävleborgs län,6764738,580878,Gävleborgs län,6768853.2,588540
BI406510,Hane,2017,35,2017-09-03,Gävleborgs län,6900055,525569,Gävleborgs län,6895993.333333333,524681.3333333334
BI406270,Hane,2017,35,2017-09-03,Värmlands län,6745696,367854,Värmlands län,6749991.5,366732.75
BI080270,Hona,2017,35,2017-08-31,Gävleborgs län,6805666,538176,Gävleborgs län,6805080.5625,535543.6875
BI409270,Hane,2017,35,2017-09-03,Gävleborgs län,6793752,545427,Gävleborgs län,6789803.333333333,542888.6666666666
BI409257,Hane,2017,35,2017-09-01,Dalarnas län,6828655,472615,Gävleborgs län,6833753.5,478314.5
BI409334,Hona,2017,36,2017-09-04,Gävleborgs län,6780624,560187,Gävleborgs län,6782997.75,562588
BI080245,Hane,2017,35,2017-09-02,Gävleborgs län,6875815,576313,Gävleborgs län,6883148.043478261,568246.2173913043
BI409338,Hane,2017,35,2017-08-31,Gävleborgs län,6868510,515912,Gävleborgs län,6863499.285714285,523902.71428571426
BI080323,Hona,2017,35,2017-09-02,Gävleborgs län,6880534,530207,Gävleborgs län,6873740.153846154,531521.2307692308
BI080022,Hona,2017,34,2017-08-24,Dalarnas län,6751963,536938,Dalarnas län,6750316,536133.8333333334
BI408978,Hane,2017,34,2017-08-22,Dalarnas län,6745915,427173,Dalarnas län,6744161.5,424219
BI408977,Hona,2017,36,2017-09-04,Dalarnas län,6753274,536069,Dalarnas län,6753274,536069
BI408976,Hona,2017,36,2017-09-05,Dalarnas län,6804068,500791,Dalarnas län,6804068,500791
BI080022,Hona,2017,36,2017-09-04,Dalarnas län,6752199,536462,Dalarnas län,6750316,536133.8333333334
BI401075,Hane,2017,36,2017-09-04,Dalarnas län,6817857,404540,Dalarnas län,6828306.125,401765.375
BI409100,Hona,2017,35,2017-09-03,Dalarnas län,6739954,530176,Dalarnas län,6743511.75,528947.75
BI409371,Hona,2017,36,2017-09-04,Gävleborgs län,6770783,540398,Gävleborgs län,6770384.25,542380.75
BI409110,Hane,2017,36,2017-09-04,Dalarnas län,6832882,384120,Dalarnas län,6831627.666666667,384332
BI409091,Hona,2017,35,2017-09-01,Gävleborgs län,6778358,540135,Gävleborgs län,6774224.916666667,541493.6666666666
BI409234,Hane,2017,36,2017-09-04,Gävleborgs län,6728071,608004,Gävleborgs län,6735035.769230769,610394.2307692308
BI409338,Hane,2017,36,2017-09-04,Gävleborgs län,6864807,524564,Gävleborgs län,6863499.285714285,523902.71428571426
BI409225,Hona,2017,35,2017-08-30,Gävleborgs län,6765542,598549,Gävleborgs län,6767065.5,597168.75
BI409225,Hona,2017,36,2017-09-05,Gävleborgs län,6765420,598032,Gävleborgs län,6767065.5,597168.75
BI409204,Hane,2017,35,2017-09-03,Gävleborgs län,6794142,540208,Gävleborgs län,6797369,532759.25
BI409153,Hona,2017,35,2017-09-02,Gävleborgs län,6816288,550995,Gävleborgs län,6816288,550995
BI080006,Hona,2017,35,2017-09-02,Dalarnas län,6763197,523335,Dalarnas län,6762849.75,523541.75
BI408948,Hane,2017,35,2017-09-03,Dalarnas län,6647293,522728,Dalarnas län,6644193,522263.3333333333
BI080245,Hane,2017,35,2017-09-03,Gävleborgs län,6878185,568344,Gävleborgs län,6883148.043478261,568246.2173913043
BI409341,Hane,2017,35,2017-09-01,Gävleborgs län,6828463,514739,Gävleborgs län,6828192.2727272725,513295.63636363635
BI409365,Hane,2017,35,2017-09-03,Gävleborgs län,6850167,525087,Gävleborgs län,6849735.5,529858.3333333334
BI080377,Hona,2017,35,2017-08-31,Gävleborgs län,6836738,558627,Gävleborgs län,6834111.3,558776.6
BI409217,Hane,2017,35,2017-09-03,Gävleborgs län,6775025,594001,Gävleborgs län,6769818.4,597036.8
BI080282,Hane,2017,35,2017-09-02,Gävleborgs län,6827052,512852,Gävleborgs län,6830850.7272727275,509392
BI406271,Hane,2017,34,2017-08-26,Dalarnas län,6859653,370686,Dalarnas län,6862624.6,364481.8
BI080255,Hona,2017,35,2017-09-01,Gävleborgs län,6797376,549495,Gävleborgs län,6795603.1,545591.2
BI080245,Hane,2017,35,2017-09-02,Gävleborgs län,6882428,566676,Gävleborgs län,6883148.043478261,568246.2173913043
BI409156,Hona,2017,36,2017-09-04,Gävleborgs län,6835902,516002,Gävleborgs län,6835902,516002
BI409352,Hane,2017,35,2017-08-30,Gävleborgs län,6696708,605356,Gävleborgs län,6698498,602225.5
BI409044,Hane,2017,35,2017-09-01,Dalarnas län,6684810,458720,Dalarnas län,6671581.25,458024.75
BI409155,Hona,2017,35,2017-08-30,Gävleborgs län,6872210,568787,Gävleborgs län,6872210,568787
BI409154,Hona,2017,35,2017-09-03,Gävleborgs län,6789917,569091,Gävleborgs län,6792616.5,566206.5
BI409258,Hane,2017,35,2017-09-02,Gävleborgs län,6794482,575248,Gävleborgs län,6807151.222222222,562796.7777777778
BI409258,Hane,2017,35,2017-09-03,Gävleborgs län,6797594,565582,Gävleborgs län,6807151.222222222,562796.7777777778
BI409328,Hona,2017,36,2017-09-04,Gävleborgs län,6819816,530931,Gävleborgs län,6821318.333333333,531573
BI409239,Hona,2017,35,2017-09-02,Gävleborgs län,6838431,534227,Gävleborgs län,6836951.666666667,533801.3333333334
BI080262,Hona,2017,35,2017-08-31,Gävleborgs län,6872872,557333,Gävleborgs län,6877236,555430
BI080134,Hona,2017,36,2017-09-04,Dalarnas län,6760286,532489,Dalarnas län,6761695.375,532494.5
BI080018,Hona,2017,35,2017-09-02,Gävleborgs län,6828314,488675,Gävleborgs län,6826384,491216.5
BI409005,Hona,2017,35,2017-08-31,Dalarnas län,6827257,481140,Dalarnas län,6826027.6,480444
BI408948,Hane,2017,35,2017-09-01,Dalarnas län,6655978,515188,Dalarnas län,6644193,522263.3333333333
BI080006,Hona,2017,35,2017-09-03,Dalarnas län,6762960,524158,Dalarnas län,6762849.75,523541.75
BI409178,Hane,2017,34,2017-08-25,Gävleborgs län,6788193,544699,Gävleborgs län,6790876,546635.75
BI409356,Hona,2017,35,2017-09-02,Gävleborgs län,6766973,570268,Gävleborgs län,6767257.25,571591.25
BI409307,Hane,2017,36,2017-09-05,Gävleborgs län,6769576,547149,Dalarnas län,6785370.666666667,526532.3333333334
BI080323,Hona,2017,36,2017-09-04,Gävleborgs län,6870819,535212,Gävleborgs län,6873740.153846154,531521.2307692308
BI080085,Hona,2017,35,2017-08-30,Dalarnas län,6769462,512806,Dalarnas län,6776138,517933.3333333333
BI409320,Hona,2017,35,2017-09-01,Gävleborgs län,6826193,526211,Gävleborgs län,6827875.5,526425.5
